user,login_count,device_count,after_hours,login_frequency
DTAA/BCB0013,690,0.0,0,2.0
DTAA/BCG0303,690,0.0,345,2.0
DTAA/BCG0692,690,0.0,345,2.0
DTAA/BCH0912,690,0.0,0,2.0
DTAA/BCJ0800,742,340.0,0,2.1507246376811593
DTAA/BCM0558,972,0.0,180,2.8173913043478263
DTAA/BCM0899,690,0.0,345,2.0
DTAA/BCR0547,690,0.0,345,2.0
DTAA/BCS0374,690,0.0,345,2.0
DTAA/BCV0109,690,0.0,345,2.0
DTAA/BCW0386,690,0.0,0,2.0
DTAA/BDH0038,1106,0.0,345,3.205797101449275
DTAA/BDI0634,690,0.0,0,2.0
DTAA/BFO0438,690,0.0,345,2.0
DTAA/BFO0974,220,0.0,122,2.2448979591836733
DTAA/BFV0911,690,0.0,345,2.0
DTAA/BGF0236,977,592.0,0,2.8318840579710143
DTAA/BGN0054,690,0.0,192,2.0
DTAA/BGV0046,1003,0.0,174,2.907246376811594
DTAA/BGW0009,118,0.0,0,2.0
DTAA/BHH0460,282,0.0,0,2.0
DTAA/BIM0736,690,0.0,345,2.0
DTAA/BIR0534,1300,16.0,447,3.6211699164345403
DTAA/BJC0569,957,447.0,345,2.773913043478261
DTAA/BJM0311,690,0.0,0,2.0
DTAA/BJM0992,4906,0.0,2265,13.742296918767506
DTAA/BKH0156,690,0.0,0,2.0
DTAA/BKM0116,1139,0.0,347,3.301449275362319
DTAA/BLB0079,1144,0.0,346,3.315942028985507
DTAA/BLS0098,754,0.0,165,2.1855072463768117
DTAA/BMK0943,973,0.0,0,2.8202898550724638
DTAA/BML0618,690,0.0,690,2.0
DTAA/BMM0247,518,0.0,0,2.1316872427983538
DTAA/BMR0412,1189,0.0,0,3.446376811594203
DTAA/BMR0596,690,0.0,0,2.0
DTAA/BMS0001,690,0.0,0,2.0
DTAA/BNG0510,690,0.0,345,2.0
DTAA/BNL0480,690,0.0,345,2.0
DTAA/BNM0353,977,0.0,408,2.8318840579710143
DTAA/BNN0072,690,0.0,345,2.0
DTAA/BNW0850,272,83.0,164,2.0
DTAA/BPB0808,1092,0.0,351,3.1652173913043478
DTAA/BPC0533,1104,332.0,346,3.2
DTAA/BQW0149,690,0.0,0,2.0
DTAA/BRB0908,690,0.0,0,2.0
DTAA/BSG0869,690,0.0,141,2.0
DTAA/BSM0334,690,0.0,0,2.0
DTAA/BTH0004,331,0.0,46,2.8290598290598292
DTAA/BTH0358,690,0.0,0,2.0
DTAA/BTW0973,1094,32.0,476,3.0644257703081235
DTAA/BVM0716,690,0.0,0,2.0
DTAA/BWS0872,1080,0.0,251,3.130434782608696
DTAA/BXY0648,690,0.0,0,2.0
DTAA/BYB0347,967,131.0,174,2.802898550724638
DTAA/BZH0120,690,0.0,0,2.0
DTAA/BZM0434,690,0.0,172,2.0
DTAA/CAC0854,996,519.0,514,2.8869565217391306
DTAA/CAH0610,690,0.0,229,2.0
DTAA/CAH0921,690,0.0,345,2.0
DTAA/CAM0975,690,0.0,0,2.0
DTAA/CAO0951,690,0.0,175,2.0
DTAA/CAR0015,970,0.0,345,2.8115942028985508
DTAA/CAV0757,690,0.0,345,2.0
DTAA/CAW0976,955,209.0,158,2.7681159420289854
DTAA/CBB0075,972,0.0,690,2.8173913043478263
DTAA/CBC0653,690,0.0,229,2.0
DTAA/CBH0762,690,0.0,172,2.0
DTAA/CBP0628,690,0.0,345,2.0
DTAA/CBR0104,1009,0.0,345,2.92463768115942
DTAA/CBR0208,690,0.0,0,2.0
DTAA/CBR0439,972,0.0,690,2.8173913043478263
DTAA/CCA0349,690,0.0,0,2.0
DTAA/CCB0366,690,0.0,345,2.0
DTAA/CCB0496,975,398.0,345,2.8260869565217392
DTAA/CCG0876,988,326.0,173,2.863768115942029
DTAA/CCH0497,690,0.0,147,2.0
DTAA/CCM0827,841,0.0,341,2.9
DTAA/CDE0193,1023,0.0,0,2.965217391304348
DTAA/CDE0810,974,0.0,345,2.8231884057971013
DTAA/CDF0585,690,0.0,345,2.0
DTAA/CDK0329,720,0.0,347,2.0869565217391304
DTAA/CDR0453,690,0.0,345,2.0
DTAA/CDS0110,975,0.0,177,2.8260869565217392
DTAA/CDS0300,690,0.0,164,2.0
DTAA/CDZ0056,1342,159.0,480,3.7174515235457064
DTAA/CEB0718,690,0.0,345,2.0
DTAA/CGC0877,690,0.0,345,2.0
DTAA/CGH0125,690,0.0,345,2.0
DTAA/CGM0319,1097,0.0,351,3.1797101449275362
DTAA/CGM0343,1247,253.0,355,3.6144927536231886
DTAA/CGM0994,5110,0.0,2665,14.517045454545455
DTAA/CGR0202,690,0.0,0,2.0
DTAA/CGT0183,690,0.0,345,2.0
DTAA/CHA0174,1276,654.0,86,3.645714285714286
DTAA/CHM0645,826,260.0,180,2.3942028985507244
DTAA/CHS0324,1090,45.0,429,3.096590909090909
DTAA/CIB0489,8,0.0,4,2.0
DTAA/CJG0638,1198,0.0,0,3.472463768115942
DTAA/CJW0317,1185,516.0,369,3.4347826086956523
DTAA/CKB0536,690,0.0,187,2.0
DTAA/CKR0296,953,0.0,345,2.7623188405797103
DTAA/CKW0622,690,0.0,345,2.0
DTAA/CLB0995,4836,0.0,2581,13.546218487394958
DTAA/CLK0383,1090,20.0,428,3.087818696883853
DTAA/CLN0999,4908,0.0,2572,13.982905982905983
DTAA/CLP0332,974,0.0,0,2.8231884057971013
DTAA/CLS0819,690,65.0,0,2.0
DTAA/CMC0814,690,0.0,345,2.0
DTAA/CMF0339,1112,25.0,441,3.159090909090909
DTAA/CMM0900,690,0.0,0,2.0
DTAA/CMU0028,690,0.0,184,2.0
DTAA/CNB0615,690,0.0,180,2.0
DTAA/CNS0950,690,0.0,345,2.0
DTAA/CNT0514,690,0.0,345,2.0
DTAA/COS0121,1284,222.0,481,3.6271186440677967
DTAA/CPM0959,690,0.0,345,2.0
DTAA/CPP0761,702,329.0,0,2.034782608695652
DTAA/CPS0559,974,0.0,345,2.8231884057971013
DTAA/CRC0996,4830,0.0,2608,13.879310344827585
DTAA/CRF0074,965,0.0,345,2.7971014492753623
DTAA/CRJ0934,690,0.0,0,2.0
DTAA/CRM0058,342,0.0,113,2.0
DTAA/CSA0071,690,0.0,0,2.0
DTAA/CSB0363,690,0.0,345,2.0
DTAA/CSC0297,1035,463.0,386,2.9741379310344827
DTAA/CSD0739,690,0.0,345,2.0
DTAA/CSR0189,766,0.0,408,2.194842406876791
DTAA/CTF0687,788,0.0,98,2.219718309859155
DTAA/CTH0082,804,0.0,443,2.303724928366762
DTAA/CTH0856,804,263.0,299,2.2647887323943663
DTAA/CTR0537,741,8.0,268,2.85
DTAA/CVW0133,1054,205.0,345,3.055072463768116
DTAA/CWG0305,1081,113.0,454,2.9861878453038675
DTAA/CYK0330,1089,201.0,174,3.1565217391304348
DTAA/CZB0163,690,0.0,345,2.0
DTAA/DAG0754,973,0.0,172,2.8202898550724638
DTAA/DAO0613,818,0.0,346,2.516923076923077
DTAA/DAR0341,690,0.0,345,2.0
DTAA/DAV0579,974,652.0,166,2.8231884057971013
DTAA/DAW0123,440,0.0,220,2.0
DTAA/DAW0199,292,0.0,69,2.0
DTAA/DAW0221,720,0.0,262,2.0809248554913293
DTAA/DBA0367,690,0.0,345,2.0
DTAA/DBB0235,1036,470.0,0,3.0028985507246375
DTAA/DBF0903,1193,329.0,348,3.457971014492754
DTAA/DBG0686,690,0.0,345,2.0
DTAA/DBM0698,961,0.0,345,2.785507246376812
DTAA/DCB0462,1005,0.0,691,2.9130434782608696
DTAA/DCC0600,826,144.0,349,2.3942028985507244
DTAA/DCF0307,690,0.0,166,2.0
DTAA/DCM0725,690,0.0,0,2.0
DTAA/DDD0915,1005,0.0,434,2.9130434782608696
DTAA/DDJ0535,690,0.0,345,2.0
DTAA/DDK0417,1278,411.0,86,3.610169491525424
DTAA/DDW0643,970,0.0,345,2.8115942028985508
DTAA/DEP0563,690,0.0,345,2.0
DTAA/DFW0798,954,456.0,0,2.765217391304348
DTAA/DFZ0063,1080,63.0,106,3.0594900849858355
DTAA/DGM0240,1206,0.0,0,3.4956521739130433
DTAA/DIS0382,1136,619.0,295,3.209039548022599
DTAA/DJC0162,690,0.0,409,2.0
DTAA/DJW0368,1064,0.0,256,3.0313390313390314
DTAA/DKB0409,690,0.0,0,2.0
DTAA/DKR0696,690,0.0,0,2.0
DTAA/DLM0723,922,0.0,352,2.672463768115942
DTAA/DME0620,690,0.0,0,2.0
DTAA/DMR0377,1214,0.0,411,3.5188405797101447
DTAA/DNH0619,690,0.0,0,2.0
DTAA/DNM0143,690,0.0,0,2.0
DTAA/DNS0937,1149,0.0,0,3.3304347826086955
DTAA/DOC0003,690,0.0,0,2.0
DTAA/DOO0986,690,0.0,0,2.0
DTAA/DRD0916,690,0.0,180,2.0
DTAA/DRH0790,690,0.0,345,2.0
DTAA/DRM0312,971,0.0,345,2.8144927536231883
DTAA/DRN0845,1190,0.0,0,3.449275362318841
DTAA/DRO0126,988,0.0,159,2.863768115942029
DTAA/DRO0516,690,0.0,0,2.0
DTAA/DRP0428,1132,0.0,369,3.281159420289855
DTAA/DSB0887,712,0.0,170,2.063768115942029
DTAA/DSH0627,728,18.0,211,2.08
DTAA/DSM0990,4986,0.0,2645,14.084745762711865
DTAA/DSS0112,971,0.0,345,2.8144927536231883
DTAA/DST0527,690,0.0,345,2.0
DTAA/DST0857,690,0.0,167,2.0
DTAA/DTD0380,972,0.0,0,2.8173913043478263
DTAA/DWB0426,690,0.0,345,2.0
DTAA/DWF0128,445,0.0,0,3.3969465648854964
DTAA/DXM0213,690,0.0,345,2.0
DTAA/EAM0745,690,0.0,0,2.0
DTAA/EAR0695,690,0.0,345,2.0
DTAA/EBP0037,724,470.0,347,2.0985507246376813
DTAA/EBS0287,972,0.0,0,2.8173913043478263
DTAA/ECB0185,766,0.0,177,2.2202898550724637
DTAA/ECB0494,690,0.0,0,2.0
DTAA/ECD0029,668,0.0,334,2.0
DTAA/ECG0753,690,0.0,345,2.0
DTAA/ECM0214,1142,142.0,180,3.310144927536232
DTAA/ECT0491,690,0.0,0,2.0
DTAA/EDC0357,690,0.0,345,2.0
DTAA/EDG0766,690,0.0,0,2.0
DTAA/EDH0146,1150,389.0,403,3.3333333333333335
DTAA/EDR0642,690,0.0,170,2.0
DTAA/EDW0137,690,0.0,345,2.0
DTAA/EEB0134,975,0.0,0,2.8260869565217392
DTAA/EEK0031,690,0.0,0,2.0
DTAA/EFS0114,690,0.0,345,2.0
DTAA/EGG0294,690,0.0,182,2.0
DTAA/EGM0401,1007,120.0,350,2.918840579710145
DTAA/EJB0888,690,0.0,162,2.0
DTAA/EJS0513,969,0.0,0,2.8086956521739133
DTAA/EKB0587,690,0.0,174,2.0
DTAA/ELA0741,969,187.0,184,2.8086956521739133
DTAA/ELD1000,4900,0.0,2364,13.80281690140845
DTAA/EML0060,690,0.0,0,2.0
DTAA/EMM0782,690,0.0,167,2.0
DTAA/EMR0242,834,71.0,120,2.342696629213483
DTAA/EMZ0196,1054,319.0,173,3.055072463768116
DTAA/ENB0293,690,0.0,194,2.0
DTAA/END0616,690,0.0,169,2.0
DTAA/ENP0794,690,0.0,345,2.0
DTAA/EOS0972,1242,56.0,457,3.5384615384615383
DTAA/ERP0254,768,200.0,347,2.226086956521739
DTAA/ESB0080,965,400.0,155,2.7971014492753623
DTAA/EWR0504,987,65.0,346,2.860869565217391
DTAA/FAF0578,690,0.0,345,2.0
DTAA/FCG0115,690,0.0,345,2.0
DTAA/FCT0552,690,0.0,168,2.0
DTAA/FDP0500,1150,460.0,346,3.3333333333333335
DTAA/FES0933,690,0.0,345,2.0
DTAA/FFP0721,994,248.0,352,2.881159420289855
DTAA/FGM0119,690,0.0,0,2.0
DTAA/FHM0931,720,69.0,345,2.0869565217391304
DTAA/FIM0668,690,0.0,345,2.0
DTAA/FJC0138,690,0.0,345,2.0
DTAA/FKR0550,1211,292.0,463,3.38268156424581
DTAA/FLC0811,690,0.0,345,2.0
DTAA/FMF0197,690,0.0,411,2.0
DTAA/FNO0471,690,0.0,178,2.0
DTAA/FTB0295,254,0.0,0,2.0
DTAA/FUA0154,1073,132.0,0,3.110144927536232
DTAA/GBR0420,975,0.0,345,2.8260869565217392
DTAA/GCH0545,690,0.0,345,2.0
DTAA/GDG0184,1064,0.0,171,3.084057971014493
DTAA/GDJ0631,970,0.0,345,2.8115942028985508
DTAA/GEC0077,690,0.0,0,2.0
DTAA/GHB0863,993,0.0,186,2.878260869565217
DTAA/GHC0041,984,322.0,345,2.8521739130434782
DTAA/GHS0664,690,0.0,0,2.0
DTAA/GJG0820,690,0.0,345,2.0
DTAA/GJH0384,690,0.0,345,2.0
DTAA/GKC0919,740,0.0,724,2.132564841498559
DTAA/GKJ0573,690,192.0,182,2.0
DTAA/GLB0715,1140,0.0,0,3.3043478260869565
DTAA/GMF0571,970,0.0,345,2.8115942028985508
DTAA/GML0105,812,18.0,18,3.0641509433962266
DTAA/GMS0949,690,0.0,345,2.0
DTAA/GNB0481,690,0.0,0,2.0
DTAA/GNH0394,1044,323.0,354,3.026086956521739
DTAA/GRC0474,971,0.0,345,2.8144927536231883
DTAA/GRG0693,768,311.0,423,2.206896551724138
DTAA/GRS0372,1131,273.0,29,3.2406876790830945
DTAA/GSL0697,750,397.0,347,2.1739130434782608
DTAA/GTJ0243,690,0.0,345,2.0
DTAA/GTR0327,690,0.0,345,2.0
DTAA/GVH0277,722,265.0,0,2.092753623188406
DTAA/GWS0381,690,0.0,345,2.0
DTAA/GYB0248,690,0.0,178,2.0
DTAA/GYT0279,1057,8.0,212,3.0286532951289398
DTAA/HAG0649,1149,12.0,206,3.3112391930835736
DTAA/HAS0430,972,0.0,178,2.8173913043478263
DTAA/HBB0402,1132,0.0,176,3.281159420289855
DTAA/HBF0035,954,0.0,345,2.765217391304348
DTAA/HBL0517,984,530.0,171,2.8521739130434782
DTAA/HCC0258,1198,0.0,164,3.472463768115942
DTAA/HCG0731,1245,659.0,140,3.477653631284916
DTAA/HCJ0171,794,0.0,207,2.2947976878612715
DTAA/HCM0681,1101,0.0,354,3.1913043478260867
DTAA/HCP0315,971,0.0,179,2.8144927536231883
DTAA/HCR0525,690,0.0,167,2.0
DTAA/HCR0795,690,74.0,345,2.0
DTAA/HDB0655,416,0.0,166,2.5060240963855422
DTAA/HDR0261,968,402.0,402,2.8057971014492753
DTAA/HDR0823,1216,268.0,0,3.52463768115942
DTAA/HED0802,1137,0.0,0,3.2956521739130435
DTAA/HEG0785,690,0.0,0,2.0
DTAA/HER0860,466,0.0,111,2.0
DTAA/HFC0680,690,0.0,0,2.0
DTAA/HIB0604,690,263.0,345,2.0
DTAA/HIP0929,690,0.0,345,2.0
DTAA/HJK0057,954,0.0,345,2.765217391304348
DTAA/HJP0784,955,0.0,345,2.7681159420289854
DTAA/HKG0503,690,0.0,345,2.0
DTAA/HKM0260,1048,253.0,345,3.03768115942029
DTAA/HKO0796,690,0.0,345,2.0
DTAA/HLA0457,690,0.0,345,2.0
DTAA/HNF0812,286,167.0,0,3.25
DTAA/HNK0421,690,0.0,169,2.0
DTAA/HNR0891,960,0.0,345,2.782608695652174
DTAA/HNS0858,1169,69.0,300,3.2745098039215685
DTAA/HOO0224,690,0.0,345,2.0
DTAA/HPF0958,690,0.0,345,2.0
DTAA/HPN0821,690,0.0,0,2.0
DTAA/HRK0729,690,0.0,345,2.0
DTAA/HRT0737,688,0.0,170,2.0
DTAA/HSD0519,1083,259.0,0,3.139130434782609
DTAA/HSH0981,690,0.0,345,2.0
DTAA/HSM0389,973,0.0,345,2.8202898550724638
DTAA/HSR0472,974,526.0,0,2.8231884057971013
DTAA/HTC0607,1198,467.0,222,3.422857142857143
DTAA/HTG0554,690,0.0,345,2.0
DTAA/HTS0265,914,129.0,129,2.5892351274787537
DTAA/HWG0148,973,0.0,188,2.8202898550724638
DTAA/IAC0264,690,0.0,345,2.0
DTAA/IAG0152,746,0.0,475,2.1314285714285712
DTAA/IAH0822,999,0.0,346,2.8956521739130436
DTAA/ICB0779,590,0.0,295,2.0
DTAA/ICF0629,690,0.0,345,2.0
DTAA/IGB0310,690,0.0,0,2.0
DTAA/IGC0415,690,0.0,345,2.0
DTAA/IHD0259,690,0.0,0,2.0
DTAA/IHF0040,974,0.0,345,2.8231884057971013
DTAA/IIR0475,974,0.0,345,2.8231884057971013
DTAA/IJG0454,690,0.0,0,2.0
DTAA/IJJ0342,166,0.0,83,2.0
DTAA/IKH0904,1233,640.0,114,3.5128205128205128
DTAA/IMB0473,1028,0.0,377,2.945558739255014
DTAA/IMD0280,690,0.0,0,2.0
DTAA/IMD0776,690,0.0,187,2.0
DTAA/IMF0700,690,0.0,403,2.0
DTAA/IMW0965,690,0.0,345,2.0
DTAA/IRC0991,5015,322.0,2562,14.247159090909092
DTAA/IRH0176,142,0.0,44,3.227272727272727
DTAA/ITC0131,690,0.0,0,2.0
DTAA/IVF0777,690,0.0,182,2.0
DTAA/IVS0463,690,0.0,0,2.0
DTAA/IWM0482,690,67.0,0,2.0
DTAA/JAC0390,690,0.0,0,2.0
DTAA/JAD0531,760,71.0,169,2.2028985507246377
DTAA/JAH0544,1209,74.0,280,3.434659090909091
DTAA/JAM0392,1000,527.0,346,2.898550724637681
DTAA/JBA0373,1022,0.0,356,2.96231884057971
DTAA/JBL0450,754,62.0,281,2.1420454545454546
DTAA/JBS0483,973,202.0,167,2.8202898550724638
DTAA/JBS0654,690,0.0,0,2.0
DTAA/JCC0140,1206,0.0,345,3.4956521739130433
DTAA/JCC0998,4980,0.0,2673,14.147727272727273
DTAA/JCG0817,690,0.0,345,2.0
DTAA/JCL0752,690,0.0,345,2.0
DTAA/JCS0873,1070,270.0,429,3.057142857142857
DTAA/JCT0410,974,68.0,345,2.8231884057971013
DTAA/JDM0083,690,0.0,189,2.0
DTAA/JDM0940,690,0.0,0,2.0
DTAA/JDR0685,1114,0.0,347,3.2289855072463767
DTAA/JFA0081,690,0.0,345,2.0
DTAA/JGB0062,1005,125.0,159,2.9130434782608696
DTAA/JGC0775,1090,93.0,441,3.1142857142857143
DTAA/JGS0274,690,0.0,345,2.0
DTAA/JHA0404,1204,0.0,376,3.4898550724637682
DTAA/JHC0703,716,0.0,347,2.07536231884058
DTAA/JHD0512,1196,104.0,76,3.359550561797753
DTAA/JHM0408,974,74.0,345,2.8231884057971013
DTAA/JHN0241,67,0.0,24,2.7916666666666665
DTAA/JIH0640,690,0.0,0,2.0
DTAA/JIP0187,690,0.0,421,2.0
DTAA/JJB0720,690,0.0,345,2.0
DTAA/JJR0278,1132,405.0,357,3.281159420289855
DTAA/JKW0464,690,0.0,0,2.0
DTAA/JLC0711,975,0.0,188,2.8260869565217392
DTAA/JLC0744,788,251.0,179,2.2840579710144926
DTAA/JLL0301,796,298.0,56,2.2678062678062676
DTAA/JLL0930,690,0.0,0,2.0
DTAA/JLM0053,962,624.0,24,2.9968847352024923
DTAA/JLV0465,540,0.0,151,2.0
DTAA/JMA0875,690,0.0,0,2.0
DTAA/JMC0233,976,0.0,345,2.8289855072463768
DTAA/JMM0759,1144,20.0,125,3.1866295264623954
DTAA/JMP0200,690,0.0,345,2.0
DTAA/JMR0906,690,0.0,345,2.0
DTAA/JMR0955,690,0.0,345,2.0
DTAA/JMS0793,690,654.0,345,2.0
DTAA/JNF0543,1073,405.0,355,3.110144927536232
DTAA/JPP0841,690,0.0,153,2.0
DTAA/JQH0724,690,0.0,345,2.0
DTAA/JRM0902,48,0.0,12,2.0
DTAA/JRP0458,690,0.0,345,2.0
DTAA/JSB0493,990,445.0,0,2.869565217391304
DTAA/JSE0020,1133,6.0,177,3.2840579710144926
DTAA/JSH0326,975,0.0,192,2.8260869565217392
DTAA/JSH0598,690,0.0,345,2.0
DTAA/JSW0180,1001,208.0,0,2.9014492753623187
DTAA/JTT0989,4864,0.0,2506,13.779036827195467
DTAA/JWW0076,690,0.0,0,2.0
DTAA/JXC0393,1108,0.0,0,3.2115942028985507
DTAA/JXG0567,690,0.0,345,2.0
DTAA/JZO0727,1053,470.0,161,3.0521739130434784
DTAA/JZV0159,690,0.0,345,2.0
DTAA/KAD0059,1118,61.0,468,3.1316526610644257
DTAA/KAG0880,1187,0.0,354,3.4405797101449274
DTAA/KBB0983,690,79.0,0,2.0
DTAA/KBC0337,690,0.0,345,2.0
DTAA/KBC0788,690,0.0,345,2.0
DTAA/KBP0188,690,0.0,345,2.0
DTAA/KCH0987,690,0.0,345,2.0
DTAA/KCN0107,690,0.0,345,2.0
DTAA/KDC0928,690,0.0,345,2.0
DTAA/KDL0806,1211,0.0,164,3.5101449275362318
DTAA/KEE0997,4942,0.0,2364,14.039772727272727
DTAA/KEH0055,690,0.0,162,2.0
DTAA/KES0043,690,0.0,0,2.0
DTAA/KFF0225,690,0.0,524,2.0
DTAA/KGC0456,690,0.0,345,2.0
DTAA/KGS0398,1111,135.0,362,3.201729106628242
DTAA/KIM0617,690,0.0,186,2.0
DTAA/KIN0073,916,0.0,352,2.655072463768116
DTAA/KJG0378,920,0.0,347,2.6666666666666665
DTAA/KJM0614,950,0.0,417,2.753623188405797
DTAA/KKC0575,690,0.0,0,2.0
DTAA/KKT0039,1192,0.0,163,3.455072463768116
DTAA/KKW0676,971,587.0,0,2.8144927536231883
DTAA/KKW0945,999,141.0,345,2.8956521739130436
DTAA/KLS0717,1081,132.0,347,3.1333333333333333
DTAA/KMC0840,690,0.0,345,2.0
DTAA/KMG0002,690,0.0,345,2.0
DTAA/KMW0755,690,0.0,345,2.0
DTAA/KNC0403,690,0.0,162,2.0
DTAA/KNH0719,690,0.0,167,2.0
DTAA/KNJ0633,690,0.0,0,2.0
DTAA/KPB0665,370,0.0,98,2.0
DTAA/KPC0158,690,0.0,345,2.0
DTAA/KPS0299,690,0.0,175,2.0
DTAA/KRC0021,1212,0.0,369,3.5130434782608697
DTAA/KRC0455,1193,0.0,165,3.457971014492754
DTAA/KRD0507,951,0.0,345,2.756521739130435
DTAA/KSB0673,984,519.0,346,2.8521739130434782
DTAA/KSO0749,690,0.0,169,2.0
DTAA/KSP0927,806,28.0,46,2.289772727272727
DTAA/KSW0597,690,123.0,404,2.0
